,Volume of $SPX,$SPX,Volume of SPY,SPY,Volume of IBM,IBM,Daily_Delta,Symbol,Order,rolling_mean_20,direction of rolling mean,Market Indicator,rolling_std,upper_band,lower_band,Bull_Market,Bear_Market,long execute,long enter price,long exit,short execute,short enter price,short exit,shares,Shares,Cash,Trades,Cummulative_Value
2008-07-16,5534893800.0,1245.36,371642900.0,114.16,9898800,116.57,2.21851981761,IBM,BUY,113.057,1,0.2,1.99550046486,117.04800093,109.06599907,0,70,0,0.0,0,0,114.67,1,0,100,11267.0,11657.0,11267.0
2008-07-17,6085597300.0,1260.32,375490600.0,115.3,12298200,117.11,0.46324097109,IBM,None,113.166,1,0.4,2.15625747901,117.478514958,108.853485042,0,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-07-18,4850896400.0,1260.68,267030100.0,116.02,18317800,120.23,2.66416189907,IBM,None,113.3915,1,0.6,2.62277128445,118.637042569,108.145957431,0,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-07-21,3912713400.0,1260.0,222863000.0,116.08,7779600,119.09,-0.948182649921,IBM,None,113.6655,1,0.8,2.91658862552,119.498677251,107.832322749,70,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-07-22,5213062100.0,1277.0,296904200.0,117.4,11428600,120.33,1.04122932236,IBM,None,113.968,1,1.0,3.27535550501,120.51871101,107.41728899,70,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-07-23,5511443600.0,1282.19,311698400.0,118.03,10230300,119.89,-0.365661098645,IBM,None,114.2485,1,1.0,3.53352556164,121.315551123,107.181448877,70,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-07-24,5021457000.0,1252.54,248634500.0,115.59,8946300,120.33,0.367003086162,IBM,None,114.499,1,1.0,3.78231188004,122.06362376,106.93437624,70,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-07-25,3827519400.0,1257.76,219131000.0,115.56,7565500,118.97,-1.13022521399,IBM,None,114.8415,1,1.0,3.86479287251,122.571085745,107.111914255,70,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-07-28,3615825200.0,1234.37,205201300.0,113.86,6096800,116.86,-1.77355635875,IBM,None,115.1285,1,1.0,3.78621637967,122.700932759,107.556067241,70,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-07-29,4375477800.0,1263.2,261505600.0,116.29,5979400,118.17,1.12099948657,IBM,None,115.551,1,1.0,3.61867946254,122.788358925,108.313641075,70,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-07-30,4400320300.0,1284.26,354710000.0,118.37,5826100,119.28,0.939324701701,IBM,None,115.995,1,1.0,3.49610234103,122.987204682,109.002795318,70,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-07-31,4377089900.0,1267.38,277402100.0,116.8,5857300,118.46,-0.687458081824,IBM,None,116.406,1,1.0,3.25907381096,122.924147622,109.887852378,70,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-08-01,3737466300.0,1260.31,248690900.0,116.18,4939700,117.22,-1.04676684113,IBM,None,116.7345,1,1.0,2.96632410303,122.667148206,110.801851794,70,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-08-04,3460897300.0,1249.01,188239600.0,115.11,5994900,118.07,0.725132229995,IBM,None,117.015,1,1.0,2.80151368859,122.618027377,111.411972623,70,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-08-05,4289026000.0,1284.88,251577600.0,118.21,6969900,119.29,1.03328533921,IBM,None,117.246,1,1.0,2.78842041684,122.822840834,111.669159166,70,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-08-06,4069899100.0,1289.19,209555400.0,118.73,6253800,120.02,0.611954061531,IBM,None,117.6745,1,1.0,2.4937785218,122.662057044,112.686942956,70,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-08-07,4452758500.0,1266.07,246312500.0,116.97,6633500,119.92,-0.0833194467589,IBM,None,117.9695,1,1.0,2.38532900743,122.740158015,113.198841985,70,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-08-08,3977489400.0,1296.32,260811700.0,119.14,8561800,119.7,-0.183455637091,IBM,None,118.3025,1,1.0,2.10991363006,122.52232726,114.08267274,70,0,0,0.0,0,0,114.67,0,0,100,11267.0,0.0,11267.0
2008-08-11,3885672200.0,1305.32,249425800.0,120.37,7490400,117.64,-1.72096908939,IBM,BUY,118.5595,1,1.0,1.62273153404,121.804963068,115.314036932,70,0,1,117.64,0,0,114.67,0,100,100,-497.0,11764.0,11267.0
2008-08-12,3566647500.0,1289.59,213200800.0,119.12,6996800,116.36,-1.08806528392,IBM,None,118.6755,1,1.0,1.34114434641,121.357788693,115.993211307,70,0,0,117.64,0,0,114.67,0,100,100,-497.0,0.0,11139.0
2008-08-13,3678548300.0,1285.83,256393200.0,118.4,5857800,116.9,0.464077002406,IBM,None,118.692,1,1.0,1.31566513097,121.323330262,116.060669738,70,0,0,117.64,0,0,114.67,0,100,100,-497.0,0.0,11193.0
2008-08-14,3169369600.0,1292.93,239555300.0,119.3,6813000,117.96,0.906757912746,IBM,None,118.7345,1,1.0,1.27497151671,121.284443033,116.184556967,70,0,0,117.64,0,0,114.67,0,100,100,-497.0,0.0,11299.0
2008-08-15,3183170200.0,1298.2,181000800.0,119.88,5566200,117.42,-0.457782299084,IBM,None,118.594,0,0.8,1.25618637571,121.106372751,116.081627249,70,0,0,117.64,0,0,114.67,0,100,100,-497.0,0.0,11245.0
2008-08-18,3056777400.0,1278.6,172275100.0,118.24,5970000,115.77,-1.40521205927,IBM,SELL,118.428,0,0.6,1.39849392675,121.224987854,115.631012146,0,0,0,0.0,1,0,114.67,0,0,100,11080.0,-11577.0,11080.0
2008-08-19,3278792100.0,1266.69,194673700.0,116.95,9311600,113.89,-1.62390947568,IBM,None,118.106,0,0.4,1.65532760313,121.416655206,114.795344794,0,0,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-08-20,3599261000.0,1274.54,225498200.0,117.49,6871600,113.84,-0.0439020107121,IBM,None,117.8035,0,0.2,1.85313468423,121.509769368,114.097230632,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-08-21,3145589300.0,1277.72,180609800.0,117.69,6315000,114.29,0.395291637386,IBM,None,117.5015,0,0.0,1.91098562335,121.323471247,113.679528753,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-08-22,2992914500.0,1292.2,167715300.0,119.4,5989200,116.09,1.57494093971,IBM,None,117.3575,0,0.0,1.9029972896,121.163494579,113.551505421,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-08-25,2790030000.0,1266.84,171936900.0,116.98,5827400,114.17,-1.65388922388,IBM,None,117.223,0,0.0,2.03078180434,121.284563609,113.161436391,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-08-26,2776949400.0,1271.51,159117200.0,117.32,6218200,113.83,-0.297801524043,IBM,None,117.006,0,0.0,2.15249280212,121.310985604,112.701014396,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-08-27,2691944000.0,1281.66,171032800.0,118.46,5843800,114.65,0.720372485285,IBM,None,116.7745,0,0.0,2.14401363654,121.062527273,112.486472727,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-08-28,3086382000.0,1300.68,167409100.0,119.9,5448200,115.76,0.968163977322,IBM,None,116.6395,0,0.0,2.11713429701,120.873768594,112.405231406,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-08-29,2859087200.0,1282.83,189195800.0,118.61,7156000,113.12,-2.2805805114,IBM,None,116.4345,0,0.0,2.25216030793,120.938820616,111.930179384,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-09-02,3851220100.0,1277.58,252364900.0,117.87,11749800,110.03,-2.73161244696,IBM,None,116.0325,0,0.0,2.63061904862,121.293738097,110.771261903,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-09-03,3979038200.0,1274.98,251947000.0,117.77,11316600,109.97,-0.0545305825684,IBM,None,115.5665,0,0.0,2.84033407042,121.247168141,109.885831859,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-09-04,4283878500.0,1236.83,340042500.0,114.22,10133800,106.86,-2.828044012,IBM,None,114.9085,0,0.0,3.24923193353,121.406963867,108.410036133,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-09-05,4074428100.0,1242.31,289503400.0,114.58,8811400,106.24,-0.580198390417,IBM,None,114.2245,0,0.0,3.56343488195,121.351369764,107.097630236,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-09-08,6201569200.0,1267.79,364075300.0,116.95,10452800,108.99,2.58847891566,IBM,None,113.689,0,0.0,3.5014807394,120.691961479,106.686038521,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-09-09,5940149300.0,1224.51,377326800.0,113.48,8106300,106.9,-1.91760711992,IBM,None,113.152,0,0.0,3.68253145197,120.517062904,105.786937096,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-09-10,5266574600.0,1232.04,298916600.0,113.94,11852200,109.69,2.60991580917,IBM,None,112.8185,0,0.0,3.67874016622,120.175980332,105.461019668,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-09-11,5717554000.0,1249.05,375369400.0,115.59,9737400,110.77,0.984592943751,IBM,None,112.512,0,0.0,3.57467937465,119.661358749,105.362641251,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-09-12,5192825300.0,1251.7,297851200.0,116.12,6635100,110.55,-0.198609731877,IBM,None,112.1415,0,0.0,3.35772208969,118.856944179,105.426055821,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-09-15,7055554900.0,1192.7,483607000.0,110.59,9908300,107.04,-3.1750339213,IBM,None,111.6225,0,0.0,3.30061537325,118.223730746,105.021269254,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-09-16,8057009900.0,1213.6,581744300.0,112.44,13673200,107.84,0.747384155456,IBM,None,111.226,0,0.0,3.25211251181,117.730225024,104.721774976,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-09-17,7835563900.0,1156.39,624095600.0,107.39,12298000,103.58,-3.95029673591,IBM,None,110.7105,0,0.0,3.60553737144,117.921574743,103.499425257,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-09-18,8796969500.0,1206.51,776114700.0,110.58,15995000,106.97,3.27283259316,IBM,None,110.367,0,0.0,3.61892554569,117.604851091,103.129148909,0,70,0,0.0,0,0,114.67,0,0,100,11080.0,0.0,11080.0
2008-09-19,7098670200.0,1255.08,501087800.0,114.97,14432600,110.44,3.24390015892,IBM,SELL,110.1745,0,0.0,3.49969994954,117.173899899,103.175100101,0,70,0,0.0,0,1,110.44,0,-100,100,22124.0,-11044.0,11080.0
2008-09-22,4370310800.0,1207.09,249966500.0,112.36,8844000,107.99,-2.21839913075,IBM,None,109.7695,0,0.0,3.23800210494,116.24550421,103.29349579,0,70,0,0.0,0,0,110.44,0,-100,100,22124.0,0.0,11325.0
2008-09-23,4313566300.0,1188.22,327470400.0,109.81,8012800,107.2,-0.73154921752,IBM,None,109.421,0,0.0,3.11209338921,115.645186778,103.196813222,0,70,0,0.0,0,0,110.44,0,-100,100,22124.0,0.0,11404.0
2008-09-24,4118240300.0,1185.87,311818400.0,110.16,6574100,108.22,0.951492537313,IBM,None,109.1405,0,0.0,2.9419550875,115.024410175,103.256589825,0,70,0,0.0,0,0,110.44,0,-100,100,22124.0,0.0,11302.0
2008-09-25,5219817600.0,1209.18,328253000.0,111.88,6539200,111.61,3.13250785437,IBM,BUY,108.9885,0,0.0,2.71185171734,114.412203435,103.564796565,0,70,0,0.0,0,0,110.44,1,0,100,10963.0,11161.0,10963.0
2008-09-26,4624259300.0,1213.27,285917400.0,111.94,4760500,110.97,-0.573425320312,IBM,SELL,108.749,0,0.0,2.25545630813,113.259912616,104.238087384,0,70,0,0.0,0,1,110.97,0,-100,100,22060.0,-11097.0,10963.0
2008-09-29,6070764900.0,1106.42,459562300.0,103.17,9586700,106.36,-4.15427593043,IBM,None,108.411,0,0.0,2.06437680159,112.539753603,104.282246397,0,70,0,0.0,0,0,110.97,0,-100,100,22060.0,0.0,11424.0
2008-09-30,5209615000.0,1166.36,328154400.0,107.44,18991900,108.68,2.18127115457,IBM,None,108.3435,0,0.0,2.03044531025,112.40439062,104.28260938,0,70,0,0.0,0,0,110.97,0,-100,100,22060.0,0.0,11192.0
2008-10-01,4991111600.0,1161.06,332783000.0,107.5,13134400,102.34,-5.83364004417,IBM,None,107.962,0,0.0,2.39316042966,112.748320859,103.175679141,0,70,0,0.0,0,0,110.97,0,-100,100,22060.0,0.0,11826.0
2008-10-02,5181754100.0,1114.28,365337800.0,103.6,11458200,97.33,-4.89544655071,IBM,None,107.4855,0,0.0,3.37249786391,114.230495728,100.740504272,0,70,0,0.0,0,0,110.97,0,-100,100,22060.0,0.0,12327.0
2008-10-03,5754710900.0,1099.23,461798000.0,102.2,9637900,96.12,-1.24319326004,IBM,BUY,106.9795,0,0.0,4.22152189444,115.422543789,98.5364562111,0,70,0,0.0,0,0,110.97,1,0,100,12448.0,9612.0,12448.0
2008-10-06,6474661500.0,1056.89,610637500.0,97.0,11521400,93.5,-2.72575946733,IBM,None,106.205,0,0.0,5.15170641122,116.508412822,95.9015871776,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-07,5845846100.0,996.23,540012100.0,92.65,11416100,88.88,-4.94117647059,IBM,None,105.304,0,0.0,6.43877268462,118.181545369,92.4264546308,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-08,7086781000.0,984.94,725414800.0,90.32,17980400,84.14,-5.33303330333,IBM,None,104.0265,0,0.0,7.8931544458,119.812808892,88.2401911084,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-09,6975819900.0,909.92,534485200.0,84.01,21293600,82.7,-1.71143332541,IBM,None,102.623,0,0.0,9.04283496535,120.708669931,84.5373300693,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-10,9695395100.0,899.22,871026300.0,81.97,24637400,81.54,-1.40266021765,IBM,None,101.1725,0,0.0,9.98224997051,121.136999941,81.208000059,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-13,6023890300.0,1003.35,455584000.0,93.88,17101600,85.68,5.07726269316,IBM,None,100.1045,0,0.0,10.4529988017,121.010497603,79.1985023967,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-14,6808611700.0,998.01,546268300.0,92.49,15114200,86.98,1.5172735761,IBM,None,99.0615,0,0.0,10.6787936806,120.419087361,77.7039126387,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-15,5496847100.0,907.84,484627500.0,83.38,11330800,82.04,-5.67946654403,IBM,None,97.9845,0,0.0,11.2689888749,120.52247775,75.4465222502,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-16,6700736300.0,946.43,708811200.0,86.85,16271300,85.04,3.65675280351,IBM,None,96.888,0,0.0,11.4146413827,119.717282765,74.0587172347,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-17,5544230000.0,940.55,476649000.0,86.34,15230700,84.36,-0.799623706491,IBM,None,95.584,0,0.0,11.2737993409,118.131598682,73.0364013182,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-20,4377613100.0,985.4,321158800.0,91.52,9747100,85.96,1.89663347558,IBM,None,94.4825,0,0.0,11.0722958562,116.627091712,72.3379082877,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-21,4379700900.0,955.05,356502000.0,88.79,9716400,82.57,-3.94369474174,IBM,None,93.251,0,0.0,10.9524329909,115.155865982,71.3461340181,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-22,5270298900.0,896.78,516168000.0,83.96,14198100,77.68,-5.92224778975,IBM,None,91.724,0,0.0,10.884345301,113.492690602,69.955309398,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-23,5967495600.0,908.11,634666400.0,84.93,12358000,78.38,0.901132852729,IBM,None,90.0625,0,0.0,10.2039934778,110.470486956,69.6545130444,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-24,5550127100.0,876.77,545812600.0,80.62,12287300,76.26,-2.70477162541,IBM,None,88.327,0,0.0,9.37930089416,107.085601788,69.5683982117,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-27,4644005100.0,848.92,397288600.0,77.76,11099100,74.02,-2.93731969578,IBM,None,86.71,0,0.0,8.88126887568,104.472537751,68.9474622486,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-28,5871535500.0,940.51,639939500.0,86.85,14205900,81.1,9.56498243718,IBM,None,85.331,0,0.0,7.28885298896,99.9087059779,70.7532940221,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-29,5752151700.0,930.09,531270100.0,86.22,12692000,81.96,1.06041923551,IBM,None,84.312,0,0.0,6.11602949977,96.5440589995,72.0799410005,0,70,0,0.0,0,0,110.97,0,0,100,12448.0,0.0,12448.0
2008-10-30,5059776200.0,954.09,414582100.0,89.2,12033800,84.27,2.81844802343,IBM,SELL,83.659,0,0.0,5.29506115466,94.2491223093,73.0688776907,0,70,0,0.0,0,1,84.27,0,-100,100,20875.0,-8427.0,12448.0
2008-10-31,5213540100.0,968.75,411394000.0,89.69,10506300,86.39,2.51572327044,IBM,BUY,83.1725,0,0.0,4.47310074369,92.1187014874,74.2262985126,0,70,0,0.0,0,0,84.27,1,0,100,12236.0,8639.0,12236.0
2008-11-03,3573823300.0,966.3,205419400.0,89.95,7686300,86.12,-0.312536173168,IBM,SELL,82.8035,0,0.0,3.83523316384,90.4739663277,75.1330336723,0,70,0,0.0,0,1,86.12,0,-100,100,20848.0,-8612.0,12236.0
2008-11-04,4488508600.0,1005.75,346793400.0,93.01,10173000,86.79,0.777984208082,IBM,None,82.699,0,0.0,3.68654152575,90.0720830515,75.3259169485,0,70,0,0.0,0,0,86.12,0,-100,100,20848.0,0.0,12169.0
2008-11-05,4493451700.0,952.77,387844100.0,89.1,8706200,83.58,-3.69858278604,IBM,None,82.671,0,0.0,3.67713546979,90.0252709396,75.3167290604,0,70,0,0.0,0,0,86.12,0,-100,100,20848.0,0.0,12490.0
2008-11-06,5200417600.0,904.88,477721900.0,84.16,12522000,79.57,-4.79779851639,IBM,None,82.5145,0,0.0,3.74187326433,89.9982465287,75.0307534713,0,70,0,0.0,0,0,86.12,0,-100,100,20848.0,0.0,12891.0
2008-11-07,4129607100.0,930.99,380391000.0,86.94,7927800,80.61,1.30702526078,IBM,None,82.468,0,0.0,3.7603535668,89.9887071336,74.9472928664,0,70,0,0.0,0,0,86.12,0,-100,100,20848.0,0.0,12787.0
2008-11-10,3683028400.0,919.21,301773000.0,85.8,9685100,78.37,-2.77881156184,IBM,None,82.1025,0,0.0,3.78688717467,89.6762743493,74.5287256507,0,70,0,0.0,0,0,86.12,0,-100,100,20848.0,0.0,13011.0
2008-11-11,4131739300.0,898.95,418498200.0,83.15,10013600,77.31,-1.35255837693,IBM,None,81.619,0,0.0,3.74849008198,89.115980164,74.122019836,0,70,0,0.0,0,0,86.12,0,-100,100,20848.0,0.0,13117.0
2008-11-12,4690714900.0,852.3,454330600.0,79.49,11368400,74.51,-3.62178243436,IBM,None,81.2425,0,0.0,4.06847944569,89.3794588914,73.1055411086,0,70,0,0.0,0,0,86.12,0,-100,100,20848.0,0.0,13397.0
2008-11-13,6628139100.0,911.29,753141900.0,84.45,15103600,78.69,5.60998523688,IBM,None,80.925,0,0.0,4.00378833764,88.9325766753,72.9174233247,0,70,0,0.0,0,0,86.12,0,-100,100,20848.0,0.0,12979.0
2008-11-14,4838278400.0,873.29,540352300.0,80.23,12023700,75.06,-4.61303850553,IBM,None,80.46,0,0.0,4.12215196737,88.7043039347,72.2156960653,0,70,0,0.0,0,0,86.12,0,-100,100,20848.0,0.0,13342.0
2008-11-17,4090816700.0,850.75,415254900.0,79.17,10315300,72.4,-3.54383160139,IBM,None,79.782,0,0.0,4.28197273769,88.3459454754,71.2180545246,0,70,0,0.0,0,0,86.12,0,-100,100,20848.0,0.0,13608.0
2008-11-18,5224961600.0,859.12,523811800.0,80.66,13050600,74.83,3.35635359116,IBM,None,79.395,0,0.0,4.36568255952,88.126365119,70.663634881,0,70,0,0.0,0,0,86.12,0,-100,100,20848.0,0.0,13365.0
2008-11-19,5564433800.0,806.58,558327600.0,75.49,12606400,70.99,-5.13163169852,IBM,None,79.0605,0,0.0,4.7439129696,88.5483259392,69.5726740608,0,70,0,0.0,0,0,86.12,0,-100,100,20848.0,0.0,13749.0
2008-11-20,7693834800.0,752.44,814180400.0,69.89,17634700,67.04,-5.56416396676,IBM,BUY,78.4935,0,0.0,5.45406200629,89.4016240126,67.5853759874,0,70,0,0.0,0,0,86.12,1,0,100,14144.0,6704.0,14144.0
2008-11-21,8005748400.0,800.03,718536500.0,73.66,19804500,69.97,4.37052505967,IBM,None,78.179,0,0.0,5.76227467878,89.7035493576,66.6544506424,0,70,0,0.0,0,0,86.12,0,0,100,14144.0,0.0,14144.0
2008-11-24,6583933700.0,851.81,523305300.0,78.76,15023200,74.65,6.68858082035,IBM,None,78.2105,1,0.2,5.74002152481,89.6905430496,66.7304569504,0,70,0,0.0,0,0,86.12,0,0,100,14144.0,0.0,14144.0
2008-11-25,5711027500.0,857.39,454112400.0,79.34,12519700,75.36,0.951105157401,IBM,None,77.9235,0,0.2,5.73143618908,89.3863723782,66.4606276218,0,70,0,0.0,0,0,86.12,0,0,100,14144.0,0.0,14144.0
2008-11-26,4607772200.0,887.68,370134200.0,82.41,8240600,76.32,1.27388535032,IBM,None,77.6415,0,0.2,5.66069204901,88.962884098,66.320115902,0,70,0,0.0,0,0,86.12,0,0,100,14144.0,0.0,14144.0
2008-11-28,2213305200.0,896.24,118308100.0,83.45,3908300,76.25,-0.0917190775681,IBM,None,77.2405,0,0.2,5.44643048244,88.1333609649,66.3476390351,0,70,0,0.0,0,0,86.12,0,0,100,14144.0,0.0,14144.0
2008-12-01,5003205500.0,816.21,369927100.0,76.05,10265000,71.86,-5.75737704918,IBM,None,76.514,0,0.2,5.12110637717,86.7562127543,66.2717872457,0,70,0,0.0,0,0,86.12,0,0,100,14144.0,0.0,14144.0
2008-12-02,4998917800.0,848.81,469508400.0,78.98,9305200,74.61,3.82688561091,IBM,None,75.9385,0,0.0,4.60557359706,85.1496471941,66.7273528059,0,70,0,0.0,0,0,86.12,0,0,100,14144.0,0.0,14144.0
2008-12-03,5214388700.0,870.74,519863500.0,80.88,9757800,75.38,1.03203323951,IBM,SELL,75.368,0,0.0,3.8324261932,83.0328523864,67.7031476136,0,70,0,0.0,0,1,75.38,0,-100,100,21682.0,-7538.0,14144.0
2008-12-04,4863270900.0,845.22,444173800.0,79.01,10914000,72.36,-4.0063677368,IBM,None,74.807,0,0.0,3.35903353895,81.5250670779,68.0889329221,0,70,0,0.0,0,0,75.38,0,-100,100,21682.0,0.0,14446.0
2008-12-05,5107510800.0,876.07,471905300.0,81.45,11212000,75.31,4.07683803206,IBM,None,74.594,0,0.0,3.17090788925,80.9358157785,68.2521842215,0,70,0,0.0,0,0,75.38,0,-100,100,21682.0,0.0,14151.0
2008-12-08,5353028100.0,909.7,412859300.0,84.29,11177600,79.3,5.29810118178,IBM,BUY,74.5285,0,0.0,3.05137462552,80.631249251,68.425750749,0,70,0,0.0,0,0,75.38,1,0,100,13752.0,7930.0,13752.0
2008-12-09,4649954600.0,888.67,370790000.0,82.9,9356400,77.27,-2.55989911728,IBM,SELL,74.4735,0,0.0,2.98773858329,80.4489771666,68.4980228334,0,70,0,0.0,0,1,77.27,0,-100,100,21479.0,-7727.0,13752.0
2008-12-10,4120329300.0,899.24,396187400.0,83.46,8187000,77.43,0.207066131746,IBM,None,74.4795,1,0.2,2.99384891332,80.4671978266,68.4918021734,0,70,0,0.0,0,0,77.27,0,-100,100,21479.0,0.0,13736.0
2008-12-11,4251392100.0,873.59,365061000.0,81.45,10682400,75.3,-2.75087175513,IBM,None,74.519,1,0.4,2.99947872664,80.5179574533,68.5200425467,0,0,0,0.0,0,0,77.27,0,-100,100,21479.0,0.0,13949.0
2008-12-12,4223810300.0,879.73,415060400.0,82.43,10381700,76.81,2.00531208499,IBM,None,74.425,0,0.4,2.88932062676,80.2036412535,68.6463587465,0,0,0,0.0,0,0,77.27,0,-100,100,21479.0,0.0,13798.0
2008-12-15,3475973100.0,868.57,256694200.0,81.28,8848200,77.34,0.690014321052,IBM,BUY,74.539,1,0.6,2.95981311643,80.4586262329,68.6193737671,0,0,0,0.0,0,0,77.27,1,0,100,13745.0,7734.0,13745.0
2008-12-16,4933427100.0,913.18,377699500.0,85.1,11559800,80.73,4.38324282389,IBM,None,74.9555,1,0.8,3.21782122267,81.3911424453,68.5198575547,70,0,0,0.0,0,0,77.27,0,0,100,13745.0,0.0,13745.0
2008-12-17,4123911500.0,904.42,281819800.0,84.28,8592000,80.21,-0.644122383253,IBM,None,75.2245,1,0.8,3.42498478675,82.0744695735,68.3745304265,70,0,0,0.0,0,0,77.27,0,0,100,13745.0,0.0,13745.0
2008-12-18,4463433400.0,885.28,374673300.0,82.71,8029500,78.49,-2.14437102606,IBM,None,75.5995,1,0.8,3.34663928048,82.292778561,68.906221439,70,0,0,0.0,0,0,77.27,0,0,100,13745.0,0.0,13745.0
2008-12-19,5144280100.0,887.88,301451300.0,82.35,13098600,78.04,-0.573321442222,IBM,None,76.1495,1,1.0,2.7090578572,81.5676157144,70.7313842856,70,0,0,0.0,0,0,77.27,0,0,100,13745.0,0.0,13745.0
2008-12-22,3367498000.0,871.63,243759500.0,81.29,7083300,76.61,-1.83239364428,IBM,None,76.4815,1,1.0,2.28567915739,81.0528583148,71.9101416852,70,0,0,0.0,0,0,77.27,0,0,100,13745.0,0.0,13745.0
2008-12-23,2825902600.0,863.16,221625200.0,80.45,6374400,75.32,-1.68385328286,IBM,BUY,76.515,1,1.0,2.26221247083,81.0394249417,71.9905750583,70,0,1,75.32,0,0,77.27,0,100,100,6213.0,7532.0,13745.0
2008-12-24,1048338100.0,865.46,62061600.0,80.92,2415200,75.24,-0.106213489113,IBM,None,76.509,0,0.8,2.26559368309,81.0401873662,71.9778126338,70,0,0,75.32,0,0,77.27,0,100,100,6213.0,0.0,13737.0
2008-12-26,1308477100.0,872.8,74767700.0,81.39,3101300,76.0,1.0101010101,IBM,None,76.493,0,0.6,2.26812721262,81.0292544252,71.9567455748,0,0,0,75.32,0,0,77.27,0,100,100,6213.0,0.0,13813.0
2008-12-29,2334005300.0,869.42,127795900.0,81.15,6062600,75.92,-0.105263157895,IBM,None,76.4765,0,0.4,2.27118627709,81.0188725542,71.9341274458,0,0,0,75.32,0,0,77.27,0,100,100,6213.0,0.0,13805.0
