,SPY,IBM,rolling_mean,rolling_std,upper_band,lower_band,buy trigger loaded,sell trigger loaded,buy trigger execute,sell trigger execute,shares
2007-01-31,128.7,89.79,89.1545,1.110943056,91.376386112,86.932613888,0,0,0,0,0
2007-02-01,129.47,89.66,89.233,1.08697600806,91.4069520161,87.0590479839,0,0,0,0,0
2007-02-02,129.65,89.81,89.272,1.0932838029,91.4585676058,87.0854323942,0,0,0,0,0
2007-02-05,129.69,90.91,89.406,1.12269131531,91.6513826306,87.1606173694,0,0,0,0,0
2007-02-06,129.72,90.43,89.449,1.14554009326,91.7400801865,87.1579198135,0,0,0,0,0
2007-02-07,130.01,90.42,89.4385,1.13505981758,91.7086196352,87.1683803648,0,0,0,0,0
2007-02-08,129.84,90.49,89.485,1.15909447415,91.8031889483,87.1668110517,0,0,0,0,0
2007-02-09,128.87,89.52,89.494,1.15860805779,91.8112161156,87.1767838844,0,0,0,0,0
2007-02-12,128.43,89.54,89.473,1.15351225668,91.7800245134,87.1659754866,0,0,0,0,0
2007-02-13,129.51,89.28,89.372,1.07057584111,91.5131516822,87.2308483178,0,0,0,0,0
2007-02-14,130.37,90.11,89.3485,1.0475750193,91.4436500386,87.2533499614,0,0,0,0,0
2007-02-15,130.54,89.85,89.338,1.04110063218,91.4202012644,87.2557987356,0,0,0,0,0
2007-02-16,130.47,89.92,89.4795,0.902589695207,91.2846793904,87.6743206096,0,0,0,0,0
2007-02-20,130.75,90.24,89.5945,0.840504078076,91.2755081562,87.9134918438,0,0,0,0,0
2007-02-21,130.7,90.01,89.699,0.745963876648,91.1909277533,88.2070722467,0,0,0,0,0
2007-02-22,130.6,89.47,89.762,0.662082837876,91.0861656758,88.4378343242,0,0,0,0,0
2007-02-23,130.09,88.77,89.785,0.615326186497,91.015652373,88.554347627,0,0,0,0,0
2007-02-26,129.97,88.03,89.774,0.645440689925,91.0648813798,88.4831186202,0,0,0,0,0
2007-02-27,124.9,85.35,89.5795,1.17977016049,91.939040321,87.219959679,0,0,0,0,0
2007-02-28,126.18,84.42,89.301,1.64390389013,92.5888077803,86.0131922197,0,0,0,0,0
2007-03-01,125.8,83.81,89.002,2.04514727304,93.0922945461,84.9117054539,0,0,0,0,0
2007-03-02,124.15,82.57,88.6475,2.49097502576,93.6294500515,83.6655499485,0,0,0,0,0
2007-03-05,122.97,83.4,88.327,2.73404096531,93.7950819306,82.8589180694,0,0,0,0,0
2007-03-06,125.07,85.2,88.0415,2.74821142793,93.5379228559,82.5450771441,0,0,0,0,0
2007-03-07,124.95,85.33,87.7865,2.7515302441,93.2895604882,82.2834395118,0,0,0,0,0
2007-03-08,126.01,84.48,87.4895,2.77280871282,93.0351174256,81.9438825744,0,0,0,0,0
2007-03-09,126.04,84.73,87.2015,2.74373789411,92.6889757882,81.7140242118,0,0,0,0,0
2007-03-12,126.23,85.48,86.9995,2.71260115019,92.4247023004,81.5742976996,0,0,0,0,0
2007-03-13,123.78,84.21,86.733,2.71169610935,92.1563922187,81.3096077813,0,0,0,0,0
2007-03-14,124.7,85.17,86.5275,2.66382960376,91.8551592075,81.1998407925,0,0,0,0,0
2007-03-15,124.87,84.88,86.266,2.54781722884,91.3616344577,81.1703655423,0,0,0,0,0
2007-03-16,124.52,84.7,86.0085,2.42375583928,90.8560116786,81.1609883214,0,0,0,0,0
2007-03-19,126.02,85.38,85.7815,2.24407823065,90.2696564613,81.2933435387,0,0,0,0,0
2007-03-20,126.71,85.84,85.5615,1.98466562211,89.5308312442,81.5921687558,0,0,0,0,0
2007-03-21,128.8,86.62,85.392,1.71058192622,88.8131638524,81.9708361476,0,0,0,0,0
2007-03-22,128.7,86.47,85.242,1.44509551678,88.1321910336,82.3518089664,0,0,0,0,0
2007-03-23,128.89,86.32,85.1195,1.21596604437,87.5514320887,82.6875679113,0,0,0,0,0
2007-03-26,128.72,86.29,85.0325,1.04731674694,87.1271334939,82.9378665061,0,0,0,0,0
2007-03-27,128.41,86.05,85.0675,1.06993789785,87.2073757957,82.9276242043,0,0,0,0,0
2007-03-28,127.48,85.62,85.1275,1.06535328956,87.2582065791,82.9967934209,0,0,0,0,0
2007-03-29,127.61,85.9,85.232,1.03127718465,87.2945543693,83.1694456307,0,0,0,0,0
2007-03-30,127.64,85.62,85.3845,0.820984486038,87.0264689721,83.7425310279,0,0,0,0,0
2007-04-02,127.78,86.48,85.5385,0.710591117903,86.9596822358,84.1173177642,0,0,0,0,0
2007-04-03,129.16,87.29,85.643,0.805527613954,87.2540552279,84.0319447721,0,0,0,0,0
2007-04-04,129.3,87.39,85.746,0.890608307784,87.5272166156,83.9647833844,0,0,0,0,0
2007-04-05,129.65,87.67,85.9055,0.936418007201,87.7783360144,84.0326639856,0,0,0,0,0
2007-04-09,129.83,87.76,86.057,0.980306611541,88.0176132231,84.0963867769,0,0,0,0,0
2007-04-10,129.98,87.62,86.164,1.02956505891,88.2231301178,84.1048698822,0,0,0,0,0
2007-04-11,129.45,86.44,86.2755,0.921940031159,88.1193800623,84.4316199377,0,0,0,0,0
2007-04-12,130.03,86.9,86.362,0.893476945775,88.1489538916,84.5750461084,0,0,0,0,0
2007-04-13,130.62,86.23,86.4295,0.823909007495,88.077318015,84.781681985,0,0,0,0,0
2007-04-16,131.86,87.36,86.5625,0.740503918039,88.0435078361,85.0814921639,0,0,0,0,0
2007-04-17,132.21,88.22,86.7045,0.773382692768,88.2512653855,85.1577346145,0,0,0,0,0
2007-04-18,132.37,86.11,86.718,0.759734025481,88.237468051,85.198531949,0,0,0,0,0
2007-04-19,132.34,85.65,86.6695,0.79639632424,88.2622926485,85.0767073515,0,0,0,0,0
2007-04-20,133.59,85.91,86.6415,0.813441519264,88.2683830385,85.0146169615,0,0,0,0,0
2007-04-23,133.08,86.48,86.6495,0.81089602812,88.2712920562,85.0277079438,0,0,0,0,0
2007-04-24,133.14,89.46,86.808,1.01982248197,88.8476449639,84.7683550361,0,0,0,0,0
2007-04-25,134.36,92.16,87.1135,1.55535501109,90.2242100222,84.0027899778,0,0,0,0,0
2007-04-26,134.51,91.65,87.415,1.81361372316,91.0422274463,83.7877725537,0,0,0,0,0
2007-04-27,134.41,91.9,87.715,2.03281888804,91.7806377761,83.6493622239,0,0,0,0,0
2007-04-30,133.29,92.84,88.076,2.26860587841,92.6132117568,83.5387882432,0,0,0,0,0
2007-05-01,133.63,93.71,88.4375,2.55843265137,93.5543653027,83.3206346973,0,0,0,0,0
2007-05-02,134.42,92.85,88.7155,2.72390678216,94.1633135643,83.2676864357,0,0,0,0,0
2007-05-03,135.14,93.38,89.015,2.89446204437,94.8039240887,83.2260759113,0,0,0,0,0
2007-05-04,135.66,93.52,89.3075,3.04315604007,95.3938120801,83.2211879199,0,0,0,0,0
2007-05-07,135.68,93.71,89.605,3.17201828494,95.9490365699,83.2609634301,0,0,0,0,0
2007-05-08,135.5,94.19,89.9335,3.29350281455,96.5205056291,83.3464943709,0,0,0,0,0
2007-05-09,135.87,95.18,90.3705,3.38415732339,97.1388146468,83.6021853532,0,0,0,0,0
2007-05-10,134.45,95.46,90.7985,3.46252763622,97.7235552724,83.8734447276,0,0,0,0,0
2007-05-11,135.6,96.64,91.319,3.52156050936,98.3621210187,84.2758789813,0,0,0,0,0
2007-05-14,135.3,96.27,91.7645,3.55776167806,98.8800233561,84.6489766439,0,0,0,0,0
2007-05-15,135.34,95.59,92.133,3.55298851228,99.2389770246,85.0270229754,0,0,0,0,0
2007-05-16,136.27,96.54,92.6545,3.38383692994,99.4221738599,85.8868261401,0,0,0,0,0
2007-05-17,136.0,96.03,93.1735,3.03055019323,99.2346003865,87.1123996135,0,0,0,0,0
2007-05-18,137.18,98.47,93.8015,2.73291106601,99.267322132,88.335677868,0,0,0,0,0
2007-05-21,137.11,97.61,94.358,2.2549795191,98.8679590382,89.8480409618,0,0,0,0,0
2007-05-22,137.0,97.3,94.75,2.02881090401,98.807621808,90.692378192,0,0,0,0,0
2007-05-23,137.02,96.28,94.956,1.95998764765,98.8759752953,91.0360247047,0,0,0,0,0
2007-05-24,135.78,94.79,95.113,1.80050314605,98.7140062921,91.5119937079,0,0,0,0,0
2007-05-25,136.35,95.91,95.3135,1.6399976733,98.5934953466,92.0335046534,0,0,0,0,0
2007-05-29,136.84,96.58,95.5005,1.55408959641,98.6086791928,92.3923208072,0,0,0,0,0
2007-05-30,137.96,97.51,95.6905,1.55595452173,98.8024090435,92.5785909565,0,0,0,0,0
2007-05-31,137.81,97.21,95.9085,1.43799668765,98.7844933753,93.0325066247,0,0,0,0,0
2007-06-01,138.5,97.15,96.097,1.33231535701,98.761630714,93.432369286,0,0,0,0,0
2007-06-04,138.51,96.87,96.2645,1.19476258377,98.6540251675,93.8749748325,0,0,0,0,0
2007-06-05,137.97,96.51,96.4045,1.03274022311,98.4699804462,94.3390195538,0,0,0,0,0
2007-06-06,136.48,93.39,96.3645,1.13359453904,98.6316890781,94.0973109219,0,0,0,0,0
2007-06-07,134.02,92.83,96.247,1.36167891725,98.9703578345,93.5236421655,0,0,0,0,0
2007-06-08,135.76,93.99,96.1735,1.44360395137,99.0607079027,93.2862920973,0,0,0,0,0
2007-06-11,136.0,94.12,96.0475,1.50922732061,99.0659546412,93.0290453588,0,0,0,0,0
2007-06-12,134.51,93.32,95.9,1.6259766296,99.1519532592,92.6480467408,0,0,0,0,0
2007-06-13,136.53,94.03,95.822,1.67820894502,99.17841789,92.46558211,0,0,0,0,0
2007-06-14,137.4,94.7,95.73,1.68718700801,99.104374016,92.355625984,0,0,0,0,0
2007-06-15,138.18,95.83,95.72,1.68590753321,99.0918150664,92.3481849336,0,0,0,0,0
2007-06-18,138.02,96.05,95.599,1.56031339632,98.7196267926,92.4783732074,0,0,0,0,0
2007-06-19,138.36,97.12,95.5745,1.53063961519,98.6357792304,92.5132207696,0,0,0,0,0
2007-06-20,136.44,96.66,95.5425,1.49903082725,98.5405616545,92.5444383455,0,0,0,0,0
2007-06-21,137.2,97.21,95.589,1.53705425717,98.6631085143,92.5148914857,0,0,0,0,0
2007-06-22,135.91,95.24,95.6115,1.52800962728,98.6675192546,92.5554807454,0,0,0,0,0
2007-06-25,135.26,95.84,95.608,1.5273699445,98.662739889,92.553260111,0,0,0,0,0
2007-06-26,133.87,96.05,95.5815,1.51415870336,98.6098174067,92.5531825933,0,0,0,0,0
2007-06-27,135.77,96.14,95.513,1.45203704462,98.4170740892,92.6089259108,0,0,0,0,0
2007-06-28,135.75,96.61,95.483,1.42099705544,98.3249941109,92.6410058891,0,0,0,0,0
2007-06-29,135.8,95.98,95.4245,1.37199614469,98.1684922894,92.6805077106,0,0,0,0,0
2007-07-02,137.03,95.76,95.369,1.33232246768,98.0336449354,92.7043550646,0,0,0,0,0
2007-07-03,137.52,97.19,95.403,1.37108524055,98.1451704811,92.6608295189,0,0,0,0,0
2007-07-05,137.38,98.53,95.66,1.45317438371,98.5663487674,92.7536512326,0,0,0,0,0
2007-07-06,138.1,99.42,95.9895,1.52315280707,99.0358056141,92.9431943859,0,0,0,0,0
2007-07-09,138.21,99.37,96.2585,1.62322704901,99.504954098,93.012045902,0,0,0,0,0
2007-07-10,136.24,99.06,96.5055,1.65620833612,99.8179166722,93.1930833278,0,0,0,0,0
2007-07-11,137.21,99.49,96.814,1.60548205583,100.024964112,93.6030358883,0,0,0,0,0
2007-07-12,139.37,99.65,97.095,1.58424645876,100.263492918,93.9265070825,0,0,0,0,0
2007-07-13,139.79,99.03,97.3115,1.53481792165,100.381135843,94.2418641567,0,0,0,0,0
2007-07-16,139.77,100.0,97.52,1.60462161469,100.729243229,94.3107567706,0,0,0,0,0
2007-07-17,139.7,101.01,97.768,1.74281260882,101.253625218,94.2823747824,0,0,0,0,0
2007-07-18,139.44,101.29,97.9765,1.90326112101,101.783022242,94.169977758,0,0,0,0,0
2007-07-19,139.99,105.65,98.426,2.53329492122,103.492589842,93.3594101576,0,0,0,0,0
2007-07-20,138.57,104.69,98.8,2.8736149982,104.547229996,93.0527700036,0,0,0,0,0
2007-07-23,138.99,106.12,99.344,3.17793113767,105.699862275,92.9881377247,0,0,0,0,0
2007-07-24,136.58,105.93,99.8485,3.38644865216,106.621397304,93.0756026957,0,0,0,0,0
2007-07-25,136.86,107.69,100.4305,3.68623824087,107.802976482,93.0580235183,0,0,0,0,0
2007-07-26,133.62,106.26,100.9365,3.76012776239,108.456755525,93.4162444752,0,0,0,0,0
2007-07-27,131.0,105.43,101.3775,3.7431760719,108.863852144,93.8911478562,0,0,0,0,0
2007-07-30,133.04,104.43,101.8,3.57499061464,108.949981229,94.6500187707,0,0,0,0,0
2007-07-31,131.55,100.9,102.057,3.29144041417,108.639880828,95.4741191717,0,0,0,0,0
2007-08-01,132.19,102.17,102.306,3.0858171314,108.477634263,96.1343657372,0,0,0,0,0
2007-08-02,133.24,103.25,102.542,2.95974856685,108.461497134,96.6225028663,0,0,0,0,0
2007-08-03,129.81,102.03,102.6725,2.87106045877,108.414620918,96.9303790825,0,0,0,0,0
2007-08-06,131.99,103.85,102.8965,2.77292601492,108.44235203,97.3506479702,0,0,0,0,0
2007-08-07,133.4,103.53,103.12,2.62354521091,108.367090422,97.8729095782,0,0,0,0,0
2007-08-08,135.26,103.39,103.315,2.48058036503,108.27616073,98.3538392699,0,0,0,0,0
2007-08-09,131.25,101.33,103.399,2.37618867761,108.151377355,98.6466226448,0,0,0,0,0
2007-08-10,130.63,103.08,103.6015,2.14565233609,107.892804672,99.3101953278,0,0,0,0,0
2007-08-13,131.1,103.14,103.7585,1.97646487979,107.71142976,99.8055702404,0,0,0,0,0
2007-08-14,129.1,102.54,103.835,1.89230157828,107.619603157,100.050396843,0,0,0,0,0
2007-08-15,127.32,101.79,103.86,1.8599349168,107.579869834,100.140130166,0,0,0,0,0
2007-08-16,128.28,100.38,103.5965,1.96342148999,107.52334298,99.66965702,0,0,0,0,0
2007-08-17,130.63,101.49,103.4365,1.99967174938,107.435843499,99.4371565012,0,0,0,0,0
2007-08-20,130.57,99.95,103.128,2.03942871258,107.206857425,99.0491425748,0,0,0,0,0
2007-08-21,130.83,99.78,102.8205,2.05826824245,106.937036485,98.7039635151,0,0,0,0,0
2007-08-22,132.39,100.66,102.469,1.76184084352,105.992681687,98.945318313,0,0,0,0,0
2007-08-23,132.27,101.99,102.2555,1.52045171612,105.296403432,99.2145965678,0,0,0,0,0
2007-08-24,133.9,103.63,102.1655,1.36831619538,104.902132391,99.4288676092,0,0,0,0,0
2007-08-27,132.66,103.81,102.1345,1.32050020427,104.775500409,99.4934995915,0,0,0,0,0
2007-08-28,129.74,102.49,102.214,1.28977109352,104.793542187,99.634457813,0,0,0,0,0
2007-08-29,132.29,104.84,102.3475,1.41689384143,105.181287683,99.5137123171,0,0,0,0,0
2007-08-30,131.93,105.58,102.464,1.58125999061,105.626519981,99.3014800188,0,0,0,0,0
2007-08-31,133.23,106.78,102.7015,1.84702684277,106.395553686,99.0074463145,0,0,0,0,0
2007-09-04,134.58,108.16,102.917,2.20485134957,107.326702699,98.5072973009,0,0,0,0,0
2007-09-05,133.41,107.87,103.134,2.46641312116,108.066826242,98.2011737577,0,0,0,0,0
2007-09-06,133.72,107.63,103.346,2.66389386544,108.673787731,98.0182122691,0,0,0,0,0
2007-09-07,131.86,105.74,103.5665,2.67074654456,108.907993089,98.2250069109,0,0,0,0,0
2007-09-10,131.61,105.97,103.711,2.72075241141,109.152504823,98.2694951772,0,0,0,0,0
2007-09-11,133.14,107.39,103.9235,2.8372823821,109.598064764,98.2489352358,0,0,0,0,0
2007-09-12,133.49,106.15,104.104,2.85937865904,109.822757318,98.3852426819,0,0,0,0,0
2007-09-13,134.43,106.11,104.32,2.83846882371,109.996937647,98.6430623526,0,0,0,0,0
2007-09-14,134.42,105.36,104.569,2.68915149991,109.947303,99.1906970002,0,0,0,0,0
2007-09-17,133.69,104.8,104.7345,2.58970121219,109.913902424,99.5550975756,0,0,0,0,0
2007-09-18,137.63,106.73,105.0735,2.36439215511,109.80228431,100.34471569,0,0,0,0,0
2007-09-19,138.44,106.77,105.423,2.03431897307,109.491637946,101.354362054,0,0,0,0,0
2007-09-20,137.47,106.94,105.737,1.72098227765,109.178964555,102.295035445,0,0,0,0,0
2007-09-21,137.84,106.87,105.981,1.49255661975,108.966113239,102.995886761,0,0,0,0,0
2007-09-24,137.58,106.38,106.1185,1.38755094738,108.893601895,103.343398105,0,0,0,0,0
2007-09-25,137.31,106.62,106.259,1.27955954593,108.818119092,103.699880908,0,0,0,0,0
2007-09-26,138.04,107.34,106.5015,0.942986716433,108.387473433,104.615526567,0,0,0,0,0
2007-09-27,138.85,107.72,106.6455,0.894565316377,108.434630633,104.856369367,0,0,0,0,0
2007-09-28,138.39,107.8,106.7565,0.893127414734,108.542754829,104.970245171,0,0,0,0,0
2007-10-01,139.95,108.93,106.864,1.01691690909,108.897833818,104.830166182,0,0,0,0,0
2007-10-02,139.76,108.31,106.8715,1.02747659725,108.926453194,104.816546806,0,0,0,0,0
2007-10-03,139.48,106.52,106.804,1.00246748208,108.808934964,104.799065036,0,0,0,0,0
2007-10-04,139.7,105.87,106.716,1.00339109235,108.722782185,104.709217815,0,0,0,0,0
2007-10-05,141.36,106.43,106.7505,0.979648030243,108.70979606,104.79120394,0,0,0,0,0
2007-10-08,140.61,107.77,106.8405,0.986826252505,108.814152505,104.866847495,0,0,0,0,0
2007-10-09,141.93,108.26,106.884,1.03053077791,108.945061556,104.822938444,0,0,0,0,0
2007-10-10,141.69,108.55,107.004,1.07914878736,109.162297575,104.845702425,0,0,0,0,0
2007-10-11,141.01,108.03,107.1,1.08083301208,109.261666024,104.938333976,0,0,0,0,0
2007-10-12,141.79,107.81,107.2225,1.00974658103,109.241993162,105.203006838,0,0,0,0,0
2007-10-15,140.6,108.01,107.383,0.846311501692,109.075623003,105.690376997,0,0,0,0,0
2007-10-16,139.48,109.45,107.519,0.948261012259,109.415522025,105.622477975,0,0,0,0,0
2007-10-17,139.91,105.95,107.478,0.998733935383,109.475467871,105.480532129,0,0,0,0,0
2007-10-18,139.4,105.05,107.3835,1.13274364174,109.648987283,105.118012717,0,0,0,0,0
2007-10-19,135.75,102.75,107.1775,1.53444615416,110.246392308,104.108607692,0,0,0,0,0
2007-10-22,136.54,103.75,107.046,1.70913767115,110.464275342,103.627724658,0,0,0,0,0
2007-10-23,137.65,104.94,106.962,1.77132896882,110.504657938,103.419342062,0,0,0,0,0
2007-10-24,137.39,103.36,106.763,1.94197430738,110.646948615,102.879051385,0,0,0,0,0
2007-10-25,137.72,103.23,106.5385,2.08013480079,110.698769602,102.378230398,0,0,0,0,0
2007-10-26,139.34,104.08,106.3525,2.1271821613,110.606864323,102.098135677,0,0,0,0,0
2007-10-29,139.8,105.05,106.1585,2.05546069878,110.269421398,102.047578602,0,0,0,0,0
2007-10-30,138.83,104.43,105.9645,2.02457916355,110.013658327,101.915341673,0,0,0,0,0
2007-10-31,140.27,106.26,105.9515,2.02165714986,109.9948143,101.9081857,0,0,0,0,0
2007-11-01,136.99,104.0,105.858,2.06832909934,109.994658199,101.721341801,0,0,0,0,0
2007-11-02,137.14,104.86,105.7795,2.07525895657,109.930017913,101.628982087,0,0,0,0,0
2007-11-05,136.1,103.77,105.5795,2.06605771306,109.711615426,101.447384574,0,0,0,0,0
2007-11-06,137.93,103.56,105.3445,2.0117038471,109.367907694,101.321092306,0,0,0,0,0
2007-11-07,134.16,102.01,105.0175,1.99469262901,109.006885258,101.028114742,0,0,0,0,0
2007-11-08,133.48,97.45,104.4885,2.49412209004,109.47674418,99.5002558199,0,0,0,0,0
2007-11-09,131.64,92.06,103.701,3.62174994051,110.944499881,96.457500119,0,0,0,0,0
2007-11-12,130.34,93.17,102.959,4.17100000631,111.301000013,94.6169999874,0,0,0,0,0
2007-11-13,134.31,96.67,102.32,4.1026281692,110.525256338,94.1147436616,0,0,0,0,0
2007-11-14,133.94,94.99,101.772,4.31853727673,110.409074553,93.1349254465,0,0,0,0,0
2007-11-15,132.01,95.14,101.2765,4.48783885981,110.25217772,92.3008222804,0,0,0,0,0
2007-11-16,132.23,96.23,100.9505,4.61030707391,110.171114148,91.7298858522,0,0,0,0,0
2007-11-19,130.39,93.87,100.4565,4.81914632646,110.094792653,90.8182073471,0,0,0,0,0
2007-11-20,131.19,94.98,99.9585,4.84599376045,109.650487521,90.2665124791,0,0,0,0,0
2007-11-21,128.51,93.87,99.484,4.95870356571,109.401407131,89.5665928686,0,0,0,0,0
2007-11-23,130.73,95.55,99.1,4.95070861488,109.00141723,89.1985827702,0,0,0,0,0
2007-11-26,127.84,93.64,98.578,4.94837729915,108.474754598,88.6812454017,0,0,0,0,0
2007-11-27,129.31,95.35,98.093,4.75212428953,107.597248579,88.5887514209,0,0,0,0,0
2007-11-28,133.45,98.6,97.8015,4.51588456684,106.833269134,88.7697308663,0,0,0,0,0
2007-11-29,133.49,98.72,97.4245,4.06477742642,105.554054853,89.2949451472,0,0,0,0,0
2007-11-30,134.84,96.59,97.054,3.76017692753,104.574353855,89.5336461449,0,0,0,0,0
2007-12-03,133.95,97.19,96.6705,3.28299522259,103.236490445,90.1045095548,0,0,0,0,0
2007-12-04,132.75,97.92,96.378,2.84910253644,102.076205073,90.6797949271,0,0,0,0,0
2007-12-05,134.97,99.33,96.1665,2.41125491459,100.989009829,91.3439901708,0,0,0,0,0
2007-12-06,136.9,100.74,96.103,2.26132960423,100.625659208,91.5803407915,0,0,0,0,0
2007-12-07,136.88,99.97,96.229,2.40591792309,101.040835846,91.4171641538,0,0,0,0,0
2007-12-10,137.94,100.46,96.649,2.37279737197,101.394594744,91.9034052561,0,0,0,0,0
2007-12-11,134.16,98.25,96.903,2.24947502648,101.401950053,92.404049947,0,0,0,0,0
2007-12-12,135.48,99.61,97.05,2.32813455932,101.706269119,92.3937308814,0,0,0,0,0
2007-12-13,135.2,99.35,97.268,2.32921852718,101.926437054,92.6095629456,0,0,0,0,0
2007-12-14,133.49,97.13,97.3675,2.27541291799,101.918325836,92.816674164,0,0,0,0,0
2007-12-17,131.58,96.0,97.356,2.28203602536,101.920072051,92.7919279493,0,0,0,0,0
2007-12-18,132.32,97.63,97.544,2.12951785994,101.80303572,93.2849642801,0,0,0,0,0
2007-12-19,132.32,98.39,97.7145,2.04839211655,101.811284233,93.6177157669,0,0,0,0,0
2007-12-20,133.15,99.95,98.0185,1.89307957127,101.804659143,94.2323408575,0,0,0,0,0
2007-12-21,135.07,101.98,98.34,1.99504649728,102.330092995,94.3499070054,0,0,0,0,0
2007-12-24,136.07,102.53,98.7845,1.87978855194,102.544077104,95.0249228961,0,0,0,0,0
2007-12-26,136.36,102.45,99.1395,1.86742286531,102.874345731,95.4046542694,0,0,0,0,0
2007-12-27,134.65,100.65,99.242,1.89234635753,103.026692715,95.4573072849,0,0,0,0,0
2007-12-28,134.31,101.1,99.361,1.93220599316,103.225411986,95.4965880137,0,0,0,0,0
2007-12-31,133.32,99.27,99.495,1.81956761781,103.134135236,95.8558647644,0,0,0,0,0
2008-01-02,132.15,96.14,99.4425,1.9028175093,103.248135019,95.6368649814,0,0,0,0,0
2008-01-03,132.09,96.34,99.3635,1.99968754138,103.362875083,95.3641249172,0,0,0,0,0
2008-01-04,128.85,92.87,99.0405,2.47145913645,103.983418273,94.0975817271,0,0,0,0,0
2008-01-07,128.74,91.88,98.5975,2.90655859991,104.4106172,92.7843828002,0,0,0,0,0
2008-01-08,126.66,89.62,98.08,3.50840494572,105.096809891,91.0631901086,0,0,0,0,0
2008-01-09,127.99,90.28,97.571,3.86525126847,105.301502537,89.8404974631,0,0,0,0,0
2008-01-10,128.83,91.76,97.2465,4.07213803277,105.390776066,89.1022239345,0,0,0,0,0
2008-01-11,127.79,89.7,96.751,4.3620189676,105.475037935,88.0269620648,0,0,0,0,0
2008-01-14,128.82,94.53,96.51,4.343981923,105.197963846,87.822036154,0,0,0,0,0
2008-01-15,125.99,93.52,96.3295,4.39160380127,105.112707603,87.5462923975,0,0,0,0,0
2008-01-16,124.9,93.33,96.196,4.44243579464,105.080871589,87.3111284107,0,0,0,0,0
2008-01-17,121.67,92.85,95.957,4.48955759161,104.936115183,86.9778848168,0,0,0,0,0
2008-01-18,120.42,94.96,95.7855,4.45712141587,104.699742832,86.8712571683,0,0,0,0,0
2008-01-22,119.19,92.96,95.436,4.38688284008,104.20976568,86.6622343198,0,0,0,0,0
2008-01-23,122.06,97.44,95.209,4.14101169942,103.491023399,86.9269766012,0,0,0,0,0
2008-01-24,123.09,98.18,94.9915,3.83951240737,102.670524815,87.3124751853,0,0,0,0,0
2008-01-25,121.31,95.99,94.6685,3.42879797106,101.526095942,87.8109040579,0,0,0,0,0
2008-01-28,123.32,96.41,94.4565,3.16004709325,100.776594187,88.1364058135,0,0,0,0,0
2008-01-29,123.93,97.44,94.2735,2.84537903312,99.9642580662,88.5827419338,0,0,0,0,0
2008-01-30,123.01,97.02,94.161,2.67692459049,99.514849181,88.807150819,0,0,0,0,0
2008-01-31,125.26,98.36,94.272,2.80620853035,99.8844170607,88.6595829393,0,0,0,0,0
2008-02-01,127.27,100.17,94.4635,3.07278079955,100.609061599,88.3179384009,0,0,0,0,0
2008-02-04,125.67,99.12,94.776,3.21663668743,101.209273375,88.3427266251,0,0,0,0,0
2008-02-05,122.3,96.45,95.0045,3.16194056837,101.328381137,88.6806188633,0,0,0,0,0
2008-02-06,121.32,95.5,95.2985,2.89721694953,101.092933899,89.5040661009,0,0,0,0,0
2008-02-07,122.12,94.34,95.5015,2.65956718877,100.820634378,90.1823656225,0,0,0,0,0
2008-02-08,121.34,95.2,95.6735,2.51200334185,100.697506684,90.6494933163,0,0,0,0,0
2008-02-11,121.96,96.92,96.0345,2.09206137326,100.218622747,91.8503772535,0,0,0,0,0
2008-02-12,123.09,98.21,96.2185,2.11448457076,100.447469142,91.9895308585,0,0,0,0,0
2008-02-13,124.35,99.95,96.54,2.17067537392,100.881350748,92.1986492522,0,0,0,0,0
2008-02-14,123.25,97.84,96.7655,2.05059291811,100.866685836,92.6643141638,0,0,0,0,0
2008-02-15,123.22,97.87,97.0165,1.84280185701,100.702103714,93.330896286,0,0,0,0,0
2008-02-19,123.57,96.8,97.1085,1.77957497883,100.667649958,93.5493500423,0,0,0,0,0
2008-02-20,123.94,99.42,97.4315,1.55964326218,100.550786524,94.3122134756,0,0,0,0,0
2008-02-21,122.91,98.57,97.488,1.5802984395,100.648596879,94.327403121,0,0,0,0,0
2008-02-22,123.66,99.63,97.5605,1.64562730001,100.8517546,94.2692454,0,0,0,0,0
2008-02-25,125.22,101.48,97.835,1.81865624193,101.472312484,94.1976875161,0,0,0,0,0
2008-02-26,126.16,105.44,98.2865,2.45561713757,103.197734275,93.3752657249,0,0,0,0,0
2008-02-27,126.03,107.36,98.7825,3.1727671386,105.128034277,92.4369657228,0,0,0,0,0
2008-02-28,124.8,106.24,99.2435,3.55053780211,106.344575604,92.1424243958,0,0,0,0,0
2008-02-29,122.02,104.96,99.5735,3.76437493938,107.102249879,92.0447501212,0,0,0,0,0
2008-03-03,121.73,105.3,99.83,3.97598713331,107.781974267,91.8780257334,0,0,0,0,0
2008-03-04,121.26,106.67,100.2075,4.25374370717,108.714987414,91.7000125857,0,0,0,0,0
2008-03-05,122.03,106.37,100.7035,4.36932883561,109.442157671,91.9648423288,0,0,0,0,0
2008-03-06,119.5,103.73,101.115,4.23908070968,109.593161419,92.6368385806,0,0,0,0,0
2008-03-07,118.27,105.04,101.65,4.00793160988,109.66586322,93.6341367802,0,0,0,0,0
2008-03-10,116.71,105.1,102.145,3.77391531994,109.69283064,94.5971693601,0,0,0,0,0
2008-03-11,120.91,107.39,102.6685,3.73697495872,110.142449917,95.1945500826,0,0,0,0,0
